Institution ,  Course ,  Type ,  Study  Mode ,  Foundation  Year(s) ,  Sandwich  Year(s) ,  Total  years ,  Salary  (6  months  after) ,  Median  Tariff
10007849,Accounting  and  Finance,BA,FullTime,0,0,4,19000,170.0
10007849,Biomedical  Sciences,BSc,FullTime,0,0,4,20000,156.0
10007849,Business  and  Human  Resource  Management,BA,FullTime,0,0,4,19000,154.0
10007849,Business  Management,BA,FullTime,0,0,4,19000,128
10007849,Computer  Arts,BA,FullTime,0,0,4,17000,176
10007849,Computer  Game  Applications  Development,BSc,FullTime,0,0,4,17000,156.5
10007849,Computer  Games  Technology,BSc,FullTime,0,0,4,17000,195.75
10007849,Computing,BSc,FullTime,0,0,4,23000,154.0
10007849,Criminology,BA,FullTime,0,0,4,17000,144
10007849,Ethical  Hacking,BSc,FullTime,0,0,4,23000,151.5
10007849,Fitness  Nutrition  and  Health,BSc,FullTime,0,0,4,18000,155.25
10007849,Food  and  Consumer  Sciences,BSc,FullTime,0,0,4,18000,155.25
10007849,Food  Nutrition  and  Health,BSc,FullTime,0,0,4,18000,151.5
10007849,Forensic  Sciences,BSc,FullTime,0,0,4,17000,144
10007849,Game  Design  and  Production  Management,BA,FullTime,0,0,4,17000,144
10007849,Management  and  the  Games  Industry,BA,FullTime,0,0,4,19000,154.0
10007849,Marketing  and  Business,BA,FullTime,0,0,4,19000,166.0
10007849,Nursing  (Mental  Health  Nursing),BSc,FullTime,0,0,4,22000,107.25
10007849,Psychology,BSc,FullTime,0,0,4,17000,179.0
10007849,Psychology  and  Counselling,BSc,FullTime,0,0,4,17000,167.5
10007849,Psychology  and  Forensic  Biology,BSc,FullTime,0,0,4,17000,162.14285714285714
10007849,Psychology  and  Human  Resource  Management,BSc,FullTime,0,0,4,17000,172.0
10007849,Social  Science,BA,FullTime,0,0,4,17000,149.0
10007849,Sociology,BA,FullTime,0,0,4,17000,149.0
10007849,Sound  and  Music  for  Games,BA,FullTime,0,0,2,17000,160
10007849,Sport  and  Exercise,BSc,FullTime,0,0,4,18000,144
10007849,Sport  and  Management,BA,FullTime,0,0,4,18000,112
10007849,Sport  and  Psychology,BSc,FullTime,0,0,4,18000,137.0
10000163,Chiropractic,MChiro,FullTime,1,0,4,24000,131.46153846153845
10000291,Abnormal  and  Clinical  Psychology,BSc,FullTime,0,0,3,18000,108.0
10000291,Accounting  and  Finance,BSc,FullTime,0,2,4,21000,71.5
10000291,Accounting  and  Finance,BSc,FullTime,0,0,3,21000,73.0
10000291,Accounting  and  Finance,BSc,PartTime,0,0,,29000,0
10000291,Accounting  and  Finance,BSc,FullTime,0,0,3,21000,64
10000291,Animal  Behaviour,BSc,FullTime,2,0,4,18000,67.75
10000291,Animal  Behaviour,BSc,FullTime,0,0,3,18000,112
10000291,Animal  Behaviour,BSc,FullTime,0,2,4,16000,88.33333333333333
10000291,Applied  Computer  Science,BSc,FullTime,0,0,3,24000,94.21052631578948
10000291,Applied  Nutritional  Science,BSc,FullTime,0,0,3,22000,101.625
10000291,Applied  Nutritional  Science,BSc,FullTime,2,0,4,22000,101.625
10000291,Archaeology  and  Landscape  History,BA,FullTime,0,0,3,18000,87.5
10000291,Architectural  Technology,BSc,FullTime,0,0,3,19000,92.0
10000291,Architectural  Technology,BSc,FullTime,0,2,4,19000,80
10000291,Architectural  Technology,BSc,PartTime,0,0,,35000,0
10000291,Architecture,BA,FullTime,0,0,3,19000,100.0909090909091
10000291,Architecture,BA,FullTime,0,2,4,19000,80
10000291,Assistant  Practitioner  (Nursing),FdSc,FullTime,0,0,2,22000,86.42857142857143
10000291,Audio  and  Music  Technology,BSc,FullTime,0,2,4,26000,108.0
10000291,Audio  and  Music  Technology,BSc,FullTime,0,0,3,26000,108.0
10000291,Banking  and  Finance,BSc,FullTime,0,2,4,21000,86.0
10000291,Banking  and  Finance,BSc,FullTime,0,0,3,21000,86.0
10000291,Biomedical  Science,BSc,FullTime,0,0,3,26000,99.0
10000291,Biomedical  Science,BSc,FullTime,2,0,4,19000,92.27272727272727
10000291,Bioscience,BSc,FullTime,0,0,3,19000,64
10000291,Building  Surveying,BSc,FullTime,0,0,3,27000,115.75
10000291,Building  Surveying,BSc,FullTime,0,2,4,27000,89.0
10000291,Building  Surveying,BSc,PartTime,0,0,,38000,0
10000291,Business  and  Events  Management,BSc,FullTime,0,0,3,21000,107.25
10000291,Business  and  Healthcare  Management,BSc,FullTime,2,0,4,21000,82.36842105263158
10000291,Business  and  Hospitality  Management,BSc,FullTime,2,0,4,21000,82.36842105263158
10000291,Business  and  Human  Resource  Management,BSc,FullTime,0,2,4,19000,103.5
10000291,Business  and  Human  Resource  Management,BSc,FullTime,0,0,3,19000,101.0
10000291,Business  and  Human  Resource  Management,BSc,FullTime,0,0,3,19000,103.5
10000291,Business  and  Human  Resource  Management,BSc,PartTime,0,0,,29000,0
10000291,Business  and  Human  Resource  Management,BSc,FullTime,2,0,4,21000,82.36842105263158
10000291,Business  and  Law,BSc,FullTime,2,0,4,21000,82.36842105263158
10000291,Business  and  Marketing,BSc,FullTime,2,0,4,21000,82.36842105263158
10000291,Business  and  Tourism,BSc,FullTime,2,0,4,21000,82.36842105263158
10000291,Business  Economics,BSc,FullTime,0,0,3,25000,71.5
10000291,Business  Economics,BSc,FullTime,0,2,4,26000,101.0
10000291,Business  Economics,BSc,PartTime,0,0,,30000,0
10000291,Business  Management,BSc,PartTime,0,0,,30000,0
10000291,Business  Management,BSc,PartTime,0,0,,30000,0
10000291,Business  Management,BSc,FullTime,0,2,4,21000,91.25
10000291,Business  Management,BSc,FullTime,0,0,3,21000,90.0
10000291,Business  Management,BSc,FullTime,0,0,3,21000,83.75
10000291,Business  Management  and  Finance,BSc,FullTime,0,2,4,21000,86.0
10000291,Business  Management  and  Finance,BSc,PartTime,0,0,,29000,0
10000291,Business  Management  and  Finance,BSc,FullTime,0,0,3,21000,80
10000291,Business  Management  and  Leadership,BSc,FullTime,0,2,4,21000,71.5
10000291,Business  Management  and  Leadership,BSc,FullTime,0,0,3,21000,80
10000291,Charity  and  Social  Enterprise  Management,CertHE,PartTime,0,0,,30000,0
10000291,Civil  Engineering,BSc,FullTime,0,0,3,26000,92.0
10000291,Civil  Engineering,BEng,FullTime,0,0,3,26000,80
10000291,Civil  Engineering,BSc,PartTime,0,0,,34000,0
10000291,Civil  Engineering,MEng,FullTime,0,0,4,26000,80
10000291,Civil  Engineering,BSc,FullTime,0,2,4,26000,80
10000291,Civil  Engineering,BEng,FullTime,0,2,4,26000,80
10000291,Civil  Engineering,BEng,PartTime,0,0,,34000,0
10000291,Computer  Games  Art,BA,FullTime,0,0,3,24000,133.0
10000291,Computer  Gaming  Technology,BSc,FullTime,0,0,3,24000,98.5
10000291,Computer  Gaming  Technology,BSc,FullTime,2,0,4,24000,57.375
10000291,Computer  Gaming  Technology,BSc,FullTime,0,2,4,24000,94.21052631578948
10000291,Computer  Networks,BSc,FullTime,0,2,4,24000,94.21052631578948
10000291,Computer  Networks,BSc,FullTime,0,0,3,24000,87.5
10000291,Computer  Science,BEng,FullTime,0,2,4,24000,94.21052631578948
10000291,Computer  Science,BEng,FullTime,0,0,3,24000,80
10000291,Computing  and  Information  Systems,BSc,FullTime,0,0,3,24000,64
10000291,Construction  Management,BSc,FullTime,0,0,3,27000,89.0
10000291,Construction  Management,BSc,PartTime,0,0,,38000,0
10000291,Construction  Management,BSc,FullTime,0,2,4,27000,89.0
10000291,Counselling  (Child  and  Young  Person),DipHE,PartTime,0,0,,26000,0
10000291,Creative  Music  Technology,BA,FullTime,0,0,3,17000,101.625
10000291,Crime  and  Investigative  Studies,BSc,FullTime,2,0,4,18000,57.23076923076923
10000291,Crime  and  Investigative  Studies,BSc,FullTime,0,0,3,18000,105.0
10000291,Crime  and  Investigative  Studies,BSc,FullTime,0,2,4,18000,85.0
10000291,Crime  and  Investigative  Studies,BSc,FullTime,0,0,3,18000,85.0
10000291,Criminology,BA,PartTime,0,0,,27000,0
10000291,Criminology,BA,FullTime,0,0,3,18000,99.0
10000291,Criminology,BA,FullTime,0,0,3,18000,75.66666666666667
10000291,Criminology  and  Sociology,BA,FullTime,0,0,3,18000,99.75
10000291,Cyber  Security,BSc,FullTime,0,2,4,24000,94.21052631578948
10000291,Cyber  Security,BSc,FullTime,0,0,3,24000,94.21052631578948
10000291,Digital  Media,BA,FullTime,0,0,3,18000,80
10000291,Drama,BA,FullTime,0,0,3,18000,90.5
10000291,Early  Childhood  Studies,BA,FullTime,0,0,3,17000,96
10000291,Education,BA,FullTime,0,0,3,17000,115.21428571428572
10000291,Electronic  Engineering,BEng,FullTime,0,2,4,26000,99.0
10000291,Electronic  Engineering,BEng,FullTime,0,0,3,26000,99.0
10000291,English  Language,BA,FullTime,0,0,3,18000,91.08695652173913
10000291,English  Language  and  English  Language  Teaching,BA,FullTime,0,0,3,18000,99.0
10000291,English  Language  and  Linguistics,BA,FullTime,0,0,3,18000,96
10000291,English  Literature,BA,FullTime,0,0,3,18000,91.08695652173913
10000291,English  Literature,BA,FullTime,0,0,3,18000,87.5
10000291,Events  Management,BSc,FullTime,0,2,4,21000,107.25
10000291,Events  Management,BSc,FullTime,0,0,3,21000,107.25
10000291,Fashion  Design,BA,FullTime,0,0,3,18000,101.0
10000291,Film  and  Television  Production,BA,FullTime,0,0,3,18000,108.0
10000291,Film  Studies,BA,FullTime,0,0,3,18000,87.5
10000291,Film  Studies  and  Media  Studies,BA,FullTime,0,0,3,18000,100.28571428571428
10000291,Finance  and  Accounting,BSc,FullTime,0,0,3,21000,86.0
10000291,Finance  and  Business  Analytics,BSc,FullTime,0,2,4,21000,86.0
10000291,Finance  and  Business  Analytics,BSc,FullTime,0,0,3,21000,86.0
10000291,Fine  Art,BA,FullTime,0,0,3,18000,112
10000291,Forensic  Science,BSc,FullTime,0,2,4,18000,85.0
10000291,Forensic  Science,BSc,FullTime,2,0,4,18000,61.125
10000291,Forensic  Science,BSc,FullTime,0,0,3,18000,118.0
10000291,Graphic  Design,BA,FullTime,0,0,3,18000,80
10000291,Health  and  Social  Care,BSc,FullTime,2,0,4,22000,118.42857142857143
10000291,Health  and  Social  Care,BSc,FullTime,0,0,3,22000,118.42857142857143
10000291,Healthcare  Science  (Physiological  Sciences),BSc,FullTime,0,0,3,22000,101.0
10000291,Hearing  Aid  Audiology,FdSc,PartTime,0,0,,22000,0
10000291,History,BA,FullTime,0,0,3,18000,90.0
10000291,History  and  English  Literature,BA,FullTime,0,0,3,18000,87.5
10000291,Illustration,BA,FullTime,0,0,3,18000,118.0
10000291,Illustration  and  Animation,BA,FullTime,0,0,3,18000,96
10000291,Interior  Design,BA,FullTime,0,0,3,18000,96
10000291,International  Business  Management,BSc,FullTime,0,0,3,21000,64
10000291,International  Business  Management,BSc,FullTime,0,0,3,21000,82.36842105263158
10000291,International  Business  Management,BSc,PartTime,0,0,,29000,0
10000291,International  Business  Management,BSc,FullTime,2,0,4,21000,82.36842105263158
10000291,International  Business  Management,BSc,FullTime,0,2,4,21000,82.36842105263158
10000291,International  Business  Management  (Accelerated),BSc,FullTime,0,0,2,21000,71.5
10000291,Law,LLB,FullTime,0,0,3,19000,93.5
10000291,Law  and  Accounting,BSc,FullTime,2,0,4,21000,82.36842105263158
10000291,Leadership  and  Management  in  Health  and  Social  Care,FdSc,PartTime,0,0,,23000,0
10000291,Management,FdA,PartTime,0,0,,32000,0
10000291,Management,BA,PartTime,0,0,,29000,0
10000291,Marine  Biology  with  Biodiversity  and  Conservation,BSc,FullTime,2,0,4,19000,70.42857142857143
10000291,Marine  Biology  with  Biodiversity  and  Conservation,BSc,FullTime,0,0,3,19000,91.25
10000291,Marine  Biology  with  Biodiversity  and  Conservation,BSc,FullTime,0,2,4,19000,64
10000291,Marketing,BA,FullTime,0,0,3,20000,89.0
10000291,Marketing,BA,FullTime,0,2,4,20000,90.0
10000291,Mechanical  Engineering,BEng,FullTime,0,0,3,26000,71.5
10000291,Mechanical  Engineering,BEng,FullTime,0,2,4,26000,71.5
10000291,Mechanical  Engineering,MEng,FullTime,0,0,4,26000,71.5
10000291,Mechanical  Engineering,BEng,PartTime,0,0,,34000,0
10000291,Media  Studies,BA,FullTime,0,0,3,18000,80
10000291,Media  Studies,BA,FullTime,0,0,3,18000,75.25
10000291,Medical  Engineering,BEng,FullTime,0,2,4,26000,80
10000291,Medical  Engineering,BEng,FullTime,0,0,3,26000,80
10000291,Medical  Science,BSc,FullTime,2,0,4,22000,74.0
10000291,Medical  Science,BSc,FullTime,0,0,3,22000,74.0
10000291,Midwifery,BSc,FullTime,0,0,3,22000,162.5
10000291,Multimedia  Journalism,BA,FullTime,0,0,3,18000,99.75
10000291,Music,BA,FullTime,0,0,3,17000,92.5
10000291,Nursing  (Adult),BSc,FullTime,0,0,3,22000,108.0
10000291,Nursing  (Child),BSc,FullTime,0,0,3,22000,124.0
10000291,Nursing  (Mental  Health),BSc,FullTime,0,0,3,22000,112
10000291,Operating  Department  Practice,BSc,FullTime,0,0,3,22000,118.42857142857143
10000291,Ophthalmic  Dispensing,FdSc,PartTime,0,0,,20000,0
10000291,Ophthalmic  Dispensing,BSc,FullTime,0,0,3,15000,80
10000291,Ophthalmic  Dispensing,BSc,FullTime,2,0,4,15000,60.27272727272727
10000291,Optometry,BOptom,FullTime,0,0,3,15000,96
10000291,Osteopathy,BOst,FullTime,0,0,3,22000,101.625
10000291,Paramedic  Science,BSc,FullTime,0,0,3,22000,116.28571428571428
10000291,Performing  Arts,BA,FullTime,0,0,3,18000,103.94117647058823
10000291,Performing  Arts,BA,FullTime,0,0,3,18000,106.0
10000291,Pharmaceutical  Science,BSc,FullTime,0,0,3,22000,64
10000291,Pharmaceutical  Science,BSc,FullTime,2,0,4,22000,58.0
10000291,Philosophy,BA,FullTime,0,0,3,18000,85.625
10000291,Photography,BA,FullTime,0,0,3,16000,99.0
10000291,Policing  and  Criminal  Justice,BSc,FullTime,0,0,3,18000,91.78571428571429
10000291,Politics,BA,FullTime,0,0,3,21000,97.42857142857143
10000291,Popular  Music,BA,FullTime,0,0,3,17000,80
10000291,Primary  Education  Studies,BA,FullTime,0,0,3,17000,115.21428571428572
10000291,Professional  Dance  and  Musical  Theatre,BA,FullTime,0,0,3,18000,103.94117647058823
10000291,Psychology,BSc,FullTime,0,0,3,18000,94.42307692307692
10000291,Psychology  and  Criminology,BSc,FullTime,0,0,3,18000,80
10000291,Psychosocial  Studies,BA,FullTime,0,0,3,18000,93.84615384615384
10000291,Psychosocial  Studies,BA,FullTime,0,0,3,18000,93.84615384615384
10000291,Psychosocial  Studies,BA,PartTime,0,0,,27000,0
10000291,Psychosocial  Studies,BA,PartTime,0,0,,27000,0
10000291,Public  Health,BSc,FullTime,0,0,3,22000,80
10000291,Public  Service,BA,FullTime,0,0,3,18000,91.78571428571429
10000291,Quantity  Surveying,BSc,FullTime,0,0,3,27000,89.0
10000291,Quantity  Surveying,BSc,PartTime,0,0,,38000,0
10000291,Quantity  Surveying,BSc,FullTime,0,2,4,27000,89.0
10000291,Sales,BA,PartTime,0,0,,29000,0
10000291,Smart  Computing,BSc,FullTime,0,2,4,24000,94.21052631578948
10000291,Smart  Computing,BSc,FullTime,0,0,3,24000,94.21052631578948
10000291,Social  Policy,BA,FullTime,0,0,3,18000,87.5
10000291,Social  Policy,BA,PartTime,0,0,,27000,0
10000291,Social  Work,BA,FullTime,0,0,3,26000,138.0
10000291,Social  Work,BA,PartTime,0,0,,27000,0
10000291,Sociology,BA,FullTime,0,0,3,18000,93.84615384615384
10000291,Sociology,BA,FullTime,0,0,3,18000,101.0
10000291,Sociology,BA,PartTime,0,0,,27000,0
10000291,Software  Development,BSc,FullTime,0,0,3,24000,94.21052631578948
10000291,Software  Development,BSc,FullTime,0,2,4,24000,94.21052631578948
10000291,Sport  and  Exercise  Science,BSc,FullTime,2,0,4,18000,57.375
10000291,Sport  and  Exercise  Science,BSc,FullTime,0,0,3,18000,103.5
10000291,Sports  Coaching  and  Physical  Education,BSc,FullTime,0,0,3,18000,96
10000291,Sports  Coaching  and  Physical  Education,BSc,FullTime,2,0,4,18000,68.5
10000291,Sports  Coaching  and  Physical  Education,BSc,FullTime,0,0,3,18000,92.0
10000291,Tourism  Management,BSc,FullTime,0,0,3,21000,107.25
10000291,Tourism  Management,BSc,FullTime,0,2,4,18000,85.0
10000291,Veterinary  Nursing  and  Applied  Animal  Behaviour,BSc,FullTime,0,0,4,18000,108.85714285714286
10000291,Writing  and  English  Literature,BA,FullTime,0,0,3,18000,92.0
10000291,Zoology,BSc,FullTime,0,0,3,16000,98.5
10000291,Zoology,BSc,FullTime,2,0,4,16000,73.0
10000291,Zoology,BSc,FullTime,0,2,4,16000,88.33333333333333
10000385,Acting,BA,FullTime,0,0,3,17000,131.1578947368421
10000385,Animation  Production,BA,FullTime,0,0,3,17000,145.76470588235293
10000385,Architecture,BA,FullTime,0,0,3,19000,96
10000385,Art  and  Design  History,BA,FullTime,0,0,3,16000,122.26315789473685
10000385,Commercial  Photography,BA,FullTime,0,0,3,17000,148.0909090909091
10000385,Costume  and  Performance  Design,BA,FullTime,0,0,3,17000,149.45454545454547
10000385,Creative  Events  Management,BA,FullTime,0,0,3,19000,112
10000385,Creative  Writing,BA,FullTime,0,0,3,17000,148.28571428571428
10000385,Dance,BA,FullTime,0,0,3,17000,150.42857142857142
10000385,Drawing,BA,FullTime,0,0,3,16000,122.26315789473685
10000385,Fashion,BA,FullTime,0,0,3,18000,138.5
10000385,Fashion  Branding  and  Communication,BA,FullTime,0,0,3,18000,152.1818181818182
10000385,Film  Production,BA,FullTime,1,0,3,17000,149.2941176470588
10000385,Fine  Art,BA,FullTime,0,0,3,16000,122.26315789473685
10000385,Graphic  Design,BA,FullTime,0,0,3,18000,157.125
10000385,Illustration,BA,FullTime,0,0,3,18000,168.33333333333334
10000385,Interior  Architecture  and  Design,BA,FullTime,0,0,3,18000,133.0
10000385,Make-up  for  Media  and  Performance,BA,FullTime,0,0,3,17000,139.66666666666666
10000385,Modelmaking,BA,FullTime,0,0,3,18000,144
10000385,Photography,BA,FullTime,0,0,3,17000,150.92307692307693
10000385,Textiles,BA,FullTime,0,0,3,18000,151.5
10000385,Visual  Communication,BA,FullTime,0,0,3,18000,154.0
10000385,Visual  Effects  Design  and  Production,BA,FullTime,0,0,3,17000,119.5
10007162,3D  Effects  for  Performance  and  Fashion,BA,FullTime,0,0,3,19000,112
10007162,Acting,BA,FullTime,0,0,3,19000,138.0
10007162,Advertising,BA,FullTime,0,0,3,19000,112
10007162,Animation,BA,FullTime,0,0,3,18000,99.75
10007162,Architecture,BA,FullTime,0,0,3,21000,96
10007162,Bespoke  Tailoring,BA,FullTime,0,0,3,19000,112
10007162,Ceramic  Design,BA,FullTime,0,1,3,19000,125.23529411764706
10007162,Cordwainers  Fashion  Bags  and  Accessories:  Product  Design  and  Innovation,BA,FullTime,0,1,3,19000,90.71428571428571
10007162,Cordwainers  Footwear:  Product  Design  and  Innovation,BA,FullTime,0,1,3,19000,112
10007162,Costume  for  Performance,BA,FullTime,0,0,3,19000,112
10007162,Costume  for  Theatre  and  Screen,BA,FullTime,0,0,3,19000,134.66666666666666
10007162,Creative  Direction  for  Fashion,BA,FullTime,0,0,3,19000,112
10007162,Culture  Criticism  And  Curation,BA,FullTime,0,0,3,19000,131.75
10007162,Design  for  Art  Direction,BA,FullTime,0,0,3,18000,103.5
10007162,Design  for  Branded  Spaces,BA,FullTime,0,1,3,19000,125.23529411764706
10007162,Design  Management  and  Cultures,BA,FullTime,0,0,3,19000,125.23529411764706
10007162,Directing,MA,FullTime,0,0,4,19000,134.66666666666666
10007162,Drawing,BA,FullTime,0,0,3,19000,123.25
10007162,Fashion  Buying  and  Merchandising,BA,FullTime,0,0,3,24000,122.0
10007162,Fashion  Communication:  Fashion  Communication  and  Promotion,BA,FullTime,0,1,3,19000,125.23529411764706
10007162,Fashion  Communication:  Fashion  History  and  Theory,BA,FullTime,0,1,3,19000,112
10007162,Fashion  Communication:  Fashion  Journalism,BA,FullTime,0,1,3,19000,117.0
10007162,Fashion  Contour,BA,FullTime,0,1,3,19000,116.28571428571428
10007162,Fashion  Design  and  Development,BA,FullTime,0,1,3,19000,147.0
10007162,Fashion  Design  Technology:  Menswear,BA,FullTime,0,0,3,19000,138.0
10007162,Fashion  Design  Technology:  Womenswear,BA,FullTime,0,0,3,19000,163.0
10007162,Fashion  Illustration,BA,FullTime,0,0,3,19000,144
10007162,Fashion  Jewellery,BA,FullTime,0,0,3,19000,125.23529411764706
10007162,Fashion  Journalism,BA,FullTime,0,0,3,20000,134.0
10007162,Fashion  Management,BSc,FullTime,0,1,3,24000,138.0
10007162,Fashion  Marketing,BA,FullTime,0,0,3,21000,135.5
10007162,Fashion  Media  Practice  and  Criticism,MA,FullTime,0,0,4,20000,133.0
10007162,Fashion  Pattern  Cutting,BA,FullTime,0,0,3,19000,148.28571428571428
10007162,Fashion  Photography,BA,FullTime,0,0,3,18000,131.0
10007162,Fashion  Public  Relations  and  Communication,BA,FullTime,0,0,3,20000,112
10007162,Fashion  Sportswear,BA,FullTime,0,1,3,19000,125.23529411764706
10007162,Fashion  Styling  and  Production,BA,FullTime,0,0,3,18000,119.5
10007162,Fashion  Textiles:  Embroidery,BA,FullTime,0,0,3,19000,135.5
10007162,Fashion  Textiles:  Knit,BA,FullTime,0,0,3,19000,128
10007162,Fashion  Textiles:  Print,BA,FullTime,0,0,3,19000,125.23529411764706
10007162,Fashion  Visual  Merchandising  and  Branding,BA,FullTime,0,0,3,19000,112
10007162,Fashion:  Design  With  Knitwear,BA,FullTime,0,1,3,19000,125.23529411764706
10007162,Fashion:  Design  With  Marketing,BA,FullTime,0,1,3,19000,125.23529411764706
10007162,Fashion:  Fashion  Design  Menswear,BA,FullTime,0,1,3,19000,125.23529411764706
10007162,Fashion:  Fashion  Design  Womenswear,BA,FullTime,0,1,3,19000,125.23529411764706
10007162,Fashion:  Fashion  Print,BA,FullTime,0,1,3,19000,125.23529411764706
10007162,Film  and  Television,BA,FullTime,0,0,3,18000,109.125
10007162,Fine  Art,BA,FullTime,0,0,3,18000,144
10007162,Fine  Art,BA,FullTime,0,1,3,18000,119.5
10007162,Fine  Art:  Painting,BA,FullTime,0,0,3,18000,128
10007162,Fine  Art:  Print  and  Time  Based  Media,BA,FullTime,0,0,3,18000,119.5
10007162,Fine  Art:  Sculpture,BA,FullTime,0,0,3,18000,117.0
10007162,Graphic  and  Media  Design,BA,FullTime,0,1,3,19000,118.0
10007162,Graphic  Branding  and  Identity,BA,FullTime,0,0,3,19000,105.0
10007162,Graphic  Communication  Design,BA,FullTime,0,0,3,19000,125.33333333333333
10007162,Graphic  Design,BA,FullTime,0,0,3,19000,135.5
10007162,Graphic  Design,FDA,FullTime,0,0,2,20000,80
10007162,Graphic  Design  Communication,BA,FullTime,0,0,3,19000,149.0
10007162,Hair  and  Make-up  for  Fashion,BA,FullTime,0,0,3,19000,96
10007162,Hair  Make-up  and  Prosthetics  for  Performance,BA,FullTime,0,0,3,19000,146.5
10007162,Illustration,BA,FullTime,0,0,3,19000,128
10007162,Illustration,FDA,FullTime,0,0,2,20000,64
10007162,Illustration  and  Visual  Media,BA,FullTime,0,1,3,19000,128
10007162,Information  and  Interface  Design,BA,FullTime,0,0,3,19000,125.23529411764706
10007162,Interaction  Design  Arts,BA,FullTime,0,0,3,19000,125.23529411764706
10007162,Interior  and  Spatial  Design,BA,FullTime,0,0,3,19000,101.625
10007162,Interior  Design,FDA,FullTime,0,0,2,20000,87.5
10007162,Jewellery  Design,BA,FullTime,0,1,3,19000,125.23529411764706
10007162,Journalism,BA,FullTime,0,0,3,20000,107.25
10007162,Magazine  Journalism  and  Publishing,BA,FullTime,0,0,3,20000,96
10007162,Painting,BA,FullTime,0,0,3,18000,119.5
10007162,Performance  Design  and  Practice,BA,FullTime,0,1,3,19000,134.66666666666666
10007162,Photography,BA,FullTime,0,0,3,18000,108.0
10007162,Photography,BA,FullTime,0,0,3,18000,112
10007162,Photojournalism  and  Documentary  Photography,BA,FullTime,0,0,3,20000,107.25
10007162,Product  Design,BA,FullTime,0,1,3,19000,123.25
10007162,Production  Arts  for  Screen,BA,FullTime,0,0,3,19000,134.66666666666666
10007162,Public  Relations,BA,FullTime,0,0,3,21000,106.0
10007162,Sculpture,BA,FullTime,0,0,3,18000,123.25
10007162,Sound  Arts  and  Design,BA,FullTime,0,0,3,19000,115.33333333333333
10007162,Strategic  Fashion  Management,MSc,FullTime,0,1,4,24000,151.5
10007162,Textile  Design,BA,FullTime,0,1,3,19000,131.0
10007162,Textile  Design,BA,FullTime,0,0,3,19000,116.28571428571428
10007162,Theatre  Design,BA,FullTime,0,0,3,19000,134.66666666666666
10007162,Three-Dimensional  Design,BA,FullTime,0,0,3,19000,125.23529411764706
10000415,Agriculture,BSc,FullTime,1,0,3,18000,0
10000415,Agriculture,FdSc,FullTime,1,0,2,15600,0
10000415,Animal  Management,FdSc,FullTime,1,0,2,15600,0
10000415,Animal  Management  and  Science,BSc,FullTime,1,0,3,18000,0
10000415,Arboriculture  and  Urban  Forestry,FdSc,FullTime,0,0,2,16000,0
10000415,Canine  and  Feline  Training  and  Behaviour,FdSc,FullTime,0,0,2,16000,0
10000415,Countryside  Management,FdSc,FullTime,1,0,2,15600,0
10000415,Equine  Science,BSc,FullTime,1,0,3,18000,0
10000415,Equine  Science  and  Management,FdSc,FullTime,1,0,2,15600,0
10000415,Horticulture,FdSc,FullTime,1,0,2,15600,0
10000415,Horticulture  with  Landscape  Garden  Management,BSc,FullTime,1,0,3,18000,0
10007759,Accounting  For  Management,BSc,FullTime,0,2,4,20000,149.625
10007759,Biological  Sciences,BSc,FullTime,0,2,4,18000,135.5
10007759,Biological  Sciences,MBiol,FullTime,0,2,5,18000,130.14285714285714
10007759,Biomedical  Engineering,BEng,FullTime,0,0,3,26000,109.33333333333333
10007759,Biomedical  Engineering,MEng,FullTime,0,0,4,26000,109.33333333333333
10007759,Biomedical  Science,BSc,FullTime,0,2,4,20000,131.1578947368421
10007759,Business  and  Management,BSc,FullTime,0,2,4,21000,160.48387096774195
10007759,Business  Computing  and  IT,BSc,FullTime,0,2,4,21000,155.25
10007759,Business  Management  and  Public  Policy,BSc,FullTime,0,2,4,25000,118.0
10007759,Chemical  Engineering,BEng,FullTime,0,2,4,26000,130.14285714285714
10007759,Chemical  Engineering,MEng,FullTime,0,2,5,26000,130.14285714285714
10007759,Communications  Engineering,BEng,FullTime,0,2,4,26000,133.0
10007759,Computing  for  Business,BSc,FullTime,0,2,4,23000,128
10007759,Computing  Science,BSc,FullTime,0,2,4,23000,150.0
10007759,Computing  Science  and  Mathematics,BSc,FullTime,0,2,4,23000,147.52941176470588
10007759,Design  Engineering,BEng,FullTime,0,2,4,27000,96
10007759,Economics  And  Management,BSc,FullTime,0,2,4,25000,136.03571428571428
10007759,Electrical  and  Electronic  Engineering,BEng,FullTime,0,2,4,26000,138.0
10007759,Electrical  and  Electronic  Engineering,MEng,FullTime,0,0,4,26000,133.0
10007759,Electromechanical  Engineering,BEng,FullTime,0,2,4,27000,137.75
10007759,English  Language,BSc,FullTime,0,2,4,18000,124.0
10007759,English  Language  &  Literature,BSc,FullTime,0,1,4,18000,123.89655172413794
10007759,Finance,BSc,FullTime,0,2,4,20000,137.0
10007759,French,BSc,FullTime,0,2,4,20000,123.25
10007759,French  including  School  Experience,BSc,FullTime,0,1,4,20000,123.25
10007759,German,BSc,FullTime,0,2,4,19000,128
10007759,German  including  School  Experience,BSc,FullTime,0,1,4,19000,128
10007759,Healthcare  Science  (Audiology),BSc,FullTime,0,0,4,22000,149.0
10007759,Human  Resource  Management,BSc,FullTime,0,2,4,21000,144
